id,object_id,school,type_of_school,region,province,legislative,division,municipality,district,barangay,total_enrollees,total_instructors,color_code,gps_source,count,school_type,color_zone,annual_per_capita_poverty_threshold_2018,poverty_incidence_among_families,population_as_of_may_2020,unemployment_rate_per_region
102408,9887,CONCEPCION ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,AMULUNG,AMULUNG EAST,CONCEPCION,126,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102414,9888,MAGOGOD ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,AMULUNG,AMULUNG EAST,MAGOGOD,167,4,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102409,9889,DADDA ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,AMULUNG,AMULUNG EAST,DADDA,265,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102421,9890,ANNAFATAN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,AMULUNG,AMULUNG WEST,ANNAFATAN,152,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102434,9891,NABBIALAN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,AMULUNG,AMULUNG WEST,NABBIALAN,193,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102433,9892,MASICAL ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,AMULUNG,AMULUNG WEST,MASICAL,169,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102440,9893,PALAYAG ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,AMULUNG,AMULUNG WEST,PALAYAG,229,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102451,9894,TALLUNGAN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,APARRI,APARRI SOUTH EDUCATIONAL ZONE,TALLUNGAN,364,14,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102564,9895,MADDALERO ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,BUGUEY,BUGUEY SOUTH,MADDALERO,261,9,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102646,9896,BARBARIT ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,GATTARAN,GATTARAN CENTRAL,BARBARIT,123,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102658,9897,NABACCAYANCES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,GATTARAN,GATTARAN CENTRAL,NABACCAYAN,267,13,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102681,9898,TASICA ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,GATTARAN,GATTARAN CENTRAL,TALIGAN,183,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102650,9899,CALAOAGAN DACKEL ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,GATTARAN,GATTARAN CENTRAL,CALAOAGAN DACKEL,140,9,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102648,9900,BATUG-PALAGAO ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,GATTARAN,GATTARAN CENTRAL,PALAGAO NORTE,252,11,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102679,9901,NEWAGAC ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,GATTARAN,GATTARAN CENTRAL,NEWAGAC,275,9,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102665,9902,AGUIGUICAN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,GATTARAN,GATTARAN WEST,AGUIGUICAN,220,10,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102671,9903,DUMMUN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,1ST,CAGAYAN,GATTARAN,GATTARAN WEST,DUMMUN,182,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102717,9904,MALABBAC ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,IGUIG,IGUIG,MALABBAC,428,20,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102710,9905,BACULUD ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,IGUIG,IGUIG,BACULUD,210,8,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102763,9906,I.B. JURADO ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM EAST,IGNACIO B JURADO,188,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102759,9907,CALAPANGAN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM EAST,CALAPANGAN,206,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102760,9908,CALLAO ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM EAST,CALLAO SUR,190,8,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102755,9909,AGGUNETAN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM EAST,AGGUNETAN,136,5,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102756,9910,ALANNAY ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM WEST,ALANNAY,211,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102769,9911,NABANNAGAN EAST ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM WEST,NABANNAGAN EAST,150,5,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102771,9912,NEW ORLINS ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM WEST,NEW ORLINS,150,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102757,9913,BATTALAN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM WEST,BATTALAN,132,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102770,9914,NABANNAGAN WEST ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,LASAM,LASAM WEST,NABANNAGAN WEST,299,13,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102872,9915,LANNA ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,CAGAYAN,SOLANA,SOLANA NORTH,LANNA,542,16,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
102936,9916,ABARIONGAN RUAR ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,2ND,CAGAYAN,SANTO NINO FAIRE,STO NINO,ABARIONGAN RUAR,203,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
103845,9917,CALAMAGUI ES,SCHOOL WITH NO ANNEXES,REGION II,ISABELA,1ST,ISABELA,SANTA MARIA,STA MARIA,CALAMAGUI WEST,435,12,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,25460.18575,13.1920256,1697050,8.686932582
104388,9918,LIBAG ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO EAST EDUCATIONAL ZONE,LIBAG NORTE,498,12,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
104392,9919,TUGUEGARAO EAST CS,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO EAST EDUCATIONAL ZONE,CENTRO ,1808,54,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
104385,9920,GOSI ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO EAST EDUCATIONAL ZONE,GOSI SUR,258,13,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
104386,9921,LARION ALTO ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO NORTHEAST EDUCATIONAL ZONE,LARION ALTO,148,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
104384,9922,BALZAIN EAST ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO NORTHEAST EDUCATIONAL ZONE,BALZAIN EAST,344,9,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
104397,9923,CARIG PS,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO NORTHEAST EDUCATIONAL ZONE,CARIG NORTE,41,2,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
104407,9924,UGAC ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO WEST EDUCATIONAL ZONE,UGAC SUR,355,11,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
104401,9925,BUNTUN ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO WEST EDUCATIONAL ZONE,BUNTUN,341,14,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
104404,9926,PARDO ES,SCHOOL WITH NO ANNEXES,REGION II,CAGAYAN,3RD,TUGUEGARAO CITY,TUGUEGARAO CITY,TUGUEGARAO WEST EDUCATIONAL ZONE,CATAGGAMAN PARDO,276,8,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24759.12037,12.4921474,1268603,8.686932582
111555,9927,BIGA ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,CALAPAN CITY,CITY OF CALAPAN,CALAPAN SOUTH,BIGA,281,10,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
111566,9928,MANAGPI ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,CALAPAN CITY,CITY OF CALAPAN,CALAPAN SOUTH,MANAGPI,483,19,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
111562,9929,LALUD ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,CALAPAN CITY,CITY OF CALAPAN,CALAPAN SOUTH,LALUD,331,13,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
301805,9930,MANAGPI NATIONAL HIGH SCHOOL,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,CALAPAN CITY,CITY OF CALAPAN,CALAPAN SOUTH,MANAGPI,640,19,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
111576,9931,MASIPIT ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,CALAPAN CITY,CITY OF CALAPAN,CALAPAN WEST,MASIPIT,307,11,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
109935,9932,TABIONAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,TABIONAN,244,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109924,9933,BANGBANG ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,BANGBANG,549,16,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109937,9934,TIGUION ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,GASAN,GASAN,TIGUION,402,14,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
109983,9935,BOTILAO ES,SCHOOL WITH NO ANNEXES,REGION IVB,MARINDUQUE,LONE,MARINDUQUE,SANTA CRUZ,SANTA CRUZ NORTH,BOTILAO,198,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24054.11591,9.954720749,239207,7.255895901
301603,9936,SANTA CRUZ NHS,MOTHER SCHOOL,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,SANTA CRUZ,ABRA DE ILOGPALUAN,POBLACION ,1446,23,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110048,9937,IGSUSO ES,SCHOOL WITH NO ANNEXES,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,PALUAN,ABRA DE ILOGPALUAN,TUBILI,181,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110070,9939,SAN VICENTE ES,SCHOOL WITH NO ANNEXES,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,ABRA DE ILOG,ABRA DE ILOGPALUAN,SAN VICENTE,334,7,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110178,9940,SAN LUIS ES,SCHOOL WITH NO ANNEXES,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,SAN LUIS,175,4,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110188,9941,TANGKALAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,TANGKALAN,334,10,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110172,9942,PAYOMPON ES,MOTHER SCHOOL,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,PAYOMPON,939,23,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110189,9943,TAYAMAAN ES PROPER,MOTHER SCHOOL,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,TAYAMAAN,550,12,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110152,9944,BALANSAY ES - CASOY ES,ANNEX OR EXTENSION SCHOOLS,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,BALANSAY,320,8,BLUE,GPS PINNING (2012),1,0,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110151,9945,BALANSAY ES,MOTHER SCHOOL,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,BALANSAY,627,18,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110173,9946,PAYOMPON ES - DAPI PS ANNEX,ANNEX OR EXTENSION SCHOOLS,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,PAYOMPON,180,6,BLUE,GPS PINNING (2012),1,0,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110190,9947,TAYAMAAN ES ANNEX - DUNGON,ANNEX OR EXTENSION SCHOOLS,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,TAYAMAAN,195,4,YELLOW,GPS PINNING (2012),1,0,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110169,9948,MAMBURAO CS,SCHOOL WITH NO ANNEXES,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,MAMBURAO,MAMBURAO,BARANGAY ,1938,44,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110179,9949,SAN VICENTE ES,SCHOOL WITH NO ANNEXES,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,SANTA CRUZ,STA CRUZ,SAN VICENTE,341,8,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110180,9950,STA. CRUZ CS,SCHOOL WITH NO ANNEXES,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,SANTA CRUZ,STA CRUZ,POBLACION I,826,24,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110171,9951,MULAWIN ES,SCHOOL WITH NO ANNEXES,REGION IVB,OCCIDENTAL MINDORO,LONE,OCCIDENTAL MINDORO,SANTA CRUZ,STA CRUZ,MULAWIN,548,14,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,21340.73903,16.05796493,525354,7.255895901
110320,9952,BENITO VILLAR MS,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,ORIENTAL MINDORO,BACO,BACO,POBLACION,754,23,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110369,9953,VILLAPAGASA ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,VILLAPAGASA,653,23,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110353,9954,CATMON ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,SUMAGUI,297,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110355,9955,DR. ANGEL S. RODRIGUEZ MES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,SUMAGUI,420,13,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110363,9956,POLICARPIO HERNANDEZ MS,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,PROPER TIQUISAN,363,12,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110354,9957,CONRAZON ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,CONRAZON,503,11,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
301610,9958,ALCADESMA NHS,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,ALCADESMA,848,19,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110366,9959,SALCEDO ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,SALCEDO,469,15,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
309020,9960,VILLAPAGASA NHS - APNAGAN EXT.,ANNEX OR EXTENSION SCHOOLS,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,APNAGAN,108,1,RED,GPS PINNING (2012),1,0,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110364,9961,PROPER BANSUD ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BANSUD,BANSUD,PROPER BANSUD,322,7,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
170005,9962,APLAYA ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG NORTH,APLAYA,217,5,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110379,9963,M. ABANTE MES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG NORTH,LABASAN,631,18,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110370,9964,BAGONG BAYAN CS,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG NORTH,BAGONG BAYAN II,733,28,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
301633,9965,KALIGTASAN NHS,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG NORTH,KALIGTASAN,601,14,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110375,9966,F.M. SALCEDO MS,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG NORTH,MALITBOG,400,10,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110386,9967,SIANGE ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG NORTH,LISAP,329,4,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110404,9968,ORCONUMA ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG SOUTH,ORCUNAMA,280,6,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110396,9969,KALIGTASAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG SOUTH,KALIGTASAN,394,14,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110406,9970,TOMAS VILLANUEVA MS (SAGANA PS),SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG SOUTH,SAGANA,371,7,GOLD,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110399,9971,M. UMALI SUYON MS (BONGABONG SOUTH CS),SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BONGABONG,BONGABONG SOUTH,IPIL,1024,28,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
301620,9972,BULALACAO NHS,MOTHER SCHOOL,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,BULALACAO SAN PEDRO,BULALACAO,CAMPAASAN,1422,22,RED,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
301631,9973,FE DEL MUNDO NHS,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,MANSALAY,MANSALAY,B DEL MUNDO,1219,22,GOLD,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110480,9974,TERESITA ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,MANSALAY,MANSALAY,TERESITA,312,7,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110461,9975,JUAN ARCEMO MS (BALUGO ES),SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,2ND,ORIENTAL MINDORO,MANSALAY,MANSALAY,BALUGO,400,12,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110485,9976,BANCURO ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,ORIENTAL MINDORO,NAUJAN,NAUJAN EAST,BANCURO,336,10,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
301645,9977,NAUJAN MUNICIPAL NHS,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,ORIENTAL MINDORO,NAUJAN,NAUJAN EAST,ANDRES YLAGAN,943,19,YELLOW,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
110491,9978,KALINISAN ES,SCHOOL WITH NO ANNEXES,REGION IVB,ORIENTAL MINDORO,1ST,ORIENTAL MINDORO,NAUJAN,NAUJAN EAST,KALINISAN,167,6,BLUE,GPS PINNING (2012),1,1,COOL COLOR ZONE,24470.4551,7.301963519,908339,7.255895901
